Player,Pos,Ht_in,Wt,Birth Date,Colleges
Šar?nas Mar?iulionis*,G,77,200.0,1964-06-13,
Saul Mariaschin,G,71,165.0,1924-09-01,Harvard University
Jack Marin,F-G,79,200.0,1944-10-12,Duke
Shawn Marion,F,79,220.0,1978-05-07,Vincennes University UNLV
Boban Marjanovi?,C,87,290.0,1988-08-15,
Lauri Markkanen,F-C,84,240.0,1997-05-22,Arizona
Damir Markota,C,82,225.0,1985-12-26,
Sean Marks,F-C,82,250.0,1975-08-23,California
Harvey Marlatt,G,75,185.0,1948-08-26,Eastern Michigan
Jim Marsh,F,79,215.0,1946-04-26,USC
Ricky Marsh,G,75,200.0,1954-03-10,Manhattan College
Donny Marshall,F,79,230.0,1972-07-17,UConn
Donyell Marshall,F,81,218.0,1973-05-18,UConn
Kendall Marshall,G,76,200.0,1991-08-19,UNC
Naji Marshall,F,79,220.0,1998-01-24,Xavier
Rawle Marshall,G-F,81,190.0,1982-02-20,Ball State University Oakland
Tom Marshall,F-G,76,215.0,1931-01-06,Western Kentucky
Vester Marshall,F,79,200.0,1948-12-22,Oklahoma
Bill Martin,F,79,205.0,1962-08-16,Georgetown
Bob Martin,C,84,250.0,1969-10-07,Minnesota
Brian Martin,F,81,212.0,1962-08-18,Kansas
Caleb Martin,F,77,205.0,1995-09-28,NC State Nevada
Cartier Martin,F,79,220.0,1984-11-20,Kansas State
Cody Martin,G-F,77,205.0,1995-09-28,NC State Nevada
Cuonzo Martin,G-F,77,213.0,1971-09-23,Purdue
Darrick Martin,G,71,170.0,1971-03-06,UCLA
Dino Martin,G,68,160.0,1920-05-25,Georgetown
Don Martin,C-F,79,210.0,1920-02-07,Central Missouri State University
Fernando Martín,C,81,220.0,1962-03-25,
Jarell Martin,F,82,239.0,1994-05-24,LSU
Jeff Martin,G,77,195.0,1967-01-14,Murray State
Jeremiah Martin,G,75,185.0,1996-06-19,Memphis
Kelan Martin,F,77,230.0,1995-08-03,Butler
Kenyon Martin,F,81,234.0,1977-12-30,Cincinnati
Kenyon Martin Jr.,F,78,215.0,2001-01-06,
Kevin Martin,G,79,199.0,1983-02-01,Western Carolina University
LaRue Martin,C,83,208.0,1950-03-30,Loyola Chicago
Maurice Martin,F-G,78,200.0,1964-07-02,Saint Joseph's
Phil Martin,G,75,190.0,1928-04-02,Toledo
Slater Martin*,G,70,170.0,1925-10-22,Texas
Whitey Martin,G,74,185.0,1939-04-11,St. Bonaventure
Jamal Mashburn,F,80,240.0,1972-11-29,Kentucky
Al Masino,G,70,174.0,1928-02-05,Canisius
Anthony Mason,F,79,250.0,1966-12-14,Tennessee State
Desmond Mason,F,79,224.0,1977-10-11,Oklahoma State
Frank Mason III,G,71,190.0,1994-04-03,Kansas
Roger Mason,G,77,200.0,1980-09-10,Virginia
Tony Massenburg,F,81,220.0,1967-07-31,Maryland
Eddie Mast,F-C,81,220.0,1948-10-03,Temple
Yante Maten,F,80,240.0,1996-08-14,Georgia
Garrison Mathews,G,77,215.0,1996-10-24,Lipscomb
Mangok Mathiang,C-F,82,230.0,1992-10-08,Louisville
Dakota Mathias,G,76,200.0,1995-07-11,Purdue
Johnny Mathis,F,78,220.0,1943-07-14,Savannah State University
Wes Matthews,G,73,170.0,1959-08-24,Wisconsin
Wesley Matthews,G,76,220.0,1986-10-14,Marquette
Ariel Maughan,F,76,190.0,1923-02-23,Utah State University
Marlon Maxey,F,80,250.0,1969-02-19,Minnesota Texas-El Paso
Tyrese Maxey,G,74,200.0,2000-11-04,Kentucky
Jason Maxiell,F,79,260.0,1983-02-18,Cincinnati
Cedric Maxwell,F,80,205.0,1955-11-21,UNC Charlotte
Vernon Maxwell,G,76,180.0,1965-09-12,Florida
Don May,F,76,200.0,1946-01-03,Dayton
Scott May,F,79,215.0,1954-03-19,Indiana
Sean May,F,81,266.0,1984-04-04,UNC
Lee Mayberry,G,73,172.0,1970-06-12,Arkansas
Clyde Mayes,F,80,225.0,1953-03-17,Furman University
Tharon Mayes,G,75,175.0,1968-09-09,Florida State
Bill Mayfield,F,79,205.0,1957-10-17,Iowa
Ken Mayfield,G,74,185.0,1948-05-11,Tuskegee University
Eric Maynor,G,75,175.0,1987-06-11,VCU
O.J. Mayo,G,77,210.0,1987-11-05,USC
Skylar Mays,G,76,205.0,1997-09-05,LSU
Travis Mays,G,74,190.0,1968-06-19,Texas
Matt Mazza,F,75,210.0,1923-09-23,Michigan State
Luc Mbah a Moute,F,80,230.0,1986-09-09,UCLA
Bob McAdoo*,C-F,81,210.0,1951-09-25,Vincennes University UNC
James Michael McAdoo,F,81,230.0,1993-01-04,UNC
Ken McBride,G-F,75,190.0,1929-05-23,University of Maryland Eastern Shore
Miles McBride,G,74,200.0,2000-09-08,West Virginia
Tahjere McCall,G,77,195.0,1994-08-17,Tennessee State
Ray McCallum,G,75,190.0,1991-06-12,Detroit Mercy
Bob McCann,F,78,244.0,1964-04-22,Upsala College Morehead State University
Brendan McCann,G,74,178.0,1935-07-05,St. Bonaventure
Mel McCants,F,80,240.0,1967-08-19,Purdue
Rashad McCants,G,76,207.0,1984-09-25,UNC
Mike McCarron,G,71,180.0,1922-03-02,Seton Hall
Andre McCarter,G,75,190.0,1953-08-25,UCLA
Willie McCarter,G,75,175.0,1946-07-26,Drake University
Johnny McCarthy,G,73,185.0,1934-04-25,Canisius
Kelly McCarty,G-F,79,200.0,1975-08-24,Southern Miss
Walter McCarty,F,82,230.0,1974-02-01,Kentucky
Amal McCaskill,F-C,83,235.0,1973-10-28,Marquette
Patrick McCaw,G,79,181.0,1995-10-25,UNLV
Dwayne McClain,G,78,185.0,1963-02-07,Villanova
Ted McClain,G,73,180.0,1946-08-30,Tennessee State
Dan McClintock,C,84,270.0,1977-04-19,Northern Arizona University
Jack McCloskey,G,74,190.0,1925-09-19,Penn
George McCloud,G-F,78,205.0,1967-05-27,Florida State
Mac McClung,G,74,185.0,1999-01-06,Georgetown Texas Tech
CJ McCollum,G,75,190.0,1991-09-19,Lehigh
John McConathy,F,77,195.0,1930-04-09,Northwestern State University
Bucky McConnell,G,70,170.0,1928-07-01,
T.J. McConnell,G,73,190.0,1992-03-25,Duquesne Arizona
Keith McCord,G,79,210.0,1957-06-22,Alabama UAB
Tim McCormick,C,83,240.0,1962-03-10,Michigan
Jelani McCoy,C,82,245.0,1977-12-06,UCLA
Paul McCracken,G,76,180.0,1950-09-11,Cal State Northridge
Chris McCray,G,77,192.0,1984-05-27,Maryland
Rodney McCray,F-G,79,220.0,1961-08-29,Louisville
Scooter McCray,F-G,81,215.0,1960-02-08,Louisville
Erik McCree,F,79,219.0,1993-12-20,Louisiana Tech
Chris McCullough,F,83,200.0,1995-02-05,Syracuse
John McCullough,G,76,190.0,1956-10-05,Oklahoma
Clint McDaniel,G,76,180.0,1972-02-26,Arkansas
Xavier McDaniel,F,79,205.0,1963-06-04,Wichita State
Jaden McDaniels,F,81,185.0,2000-09-29,Washington
Jalen McDaniels,F,81,205.0,1998-01-31,San Diego State
Jim McDaniels,C-F,83,228.0,1948-04-02,Western Kentucky
K.J. McDaniels,G-F,78,205.0,1993-02-09,Clemson
Doug McDermott,F,79,225.0,1992-01-03,Creighton
Sean McDermott,F,78,195.0,1996-11-03,Butler
Ben McDonald,F,80,210.0,1962-07-20,University of California Irvine
Glenn McDonald,F-G,78,190.0,1952-03-18,Cal State Long Beach
Michael McDonald,C,82,232.0,1969-02-13,Utah Valley New Orleans
Roderick McDonald,F,78,205.0,1945-04-09,Whitworth
Hank McDowell,F-C,81,215.0,1959-11-13,Memphis
Antonio McDyess,F-C,81,220.0,1974-09-07,Alabama
Jim McElroy,G,75,190.0,1953-10-04,Central Michigan University
Patrick McFarland,F-G,77,185.0,1951-12-07,Saint Joseph's
Ivan McFarlin,F,80,240.0,1982-04-26,Oklahoma State
Mel McGaha,G,73,190.0,1926-09-26,Arkansas
Mitch McGary,F-C,82,255.0,1992-06-06,Michigan
JaVale McGee,C,84,270.0,1988-01-19,Nevada
Mike McGee,G-F,77,190.0,1959-07-29,Michigan
Bill McGill,C-F,81,225.0,1939-09-16,Utah
George McGinnis*,F-C,80,235.0,1950-08-12,Indiana
Jon McGlocklin,G-F,77,205.0,1943-06-10,Indiana
Tracy McGrady*,F-G,80,210.0,1979-05-24,
Gil McGregor,F,80,240.0,1949-06-14,Wake Forest
Cameron McGriff,F,79,230.0,1997-09-30,Oklahoma State
Elton McGriff,C,81,225.0,1942-08-21,Creighton
Rodney McGruder,G,76,205.0,1991-07-29,Kansas State
Alfred McGuire*,G-F,74,180.0,1928-09-07,St. John's
Allie McGuire,G,75,175.0,1951-07-10,Marquette
Dick McGuire*,G,72,180.0,1926-01-25,St. John's
Dominic McGuire,F,81,220.0,1985-10-20,California Fresno State
Kevin McHale*,F-C,82,210.0,1957-12-19,Minnesota
Maurice McHartley,G-F,75,185.0,1942-08-01,North Carolina A&T
Jim McIlvaine,C,85,240.0,1972-07-30,Marquette
Jeff McInnis,G,76,190.0,1974-10-22,UNC
Kenny McIntosh,F,79,225.0,1949-01-21,Eastern Michigan
Bob McIntyre,F,78,215.0,1944-01-23,St. John's
Jerry McKee,G,75,190.0,1946-08-04,Ohio University
Kevin McKenna,G-F,77,195.0,1959-01-08,Creighton
Forrest McKenzie,F,79,200.0,1963-02-16,Loyola Marymount
Stan McKenzie,F-G,77,195.0,1944-10-06,NYU
Derrick McKey,F-C,81,205.0,1966-10-10,Alabama
Aaron McKie,G,77,209.0,1972-10-02,Temple
Billy McKinney,G,72,160.0,1955-06-05,Northwestern
Bones McKinney,F-C,78,185.0,1919-01-01,UNC
Carlton McKinney,G,76,190.0,1964-10-21,Tulsa SMU
Trey McKinney-Jones,G,77,214.0,1990-08-27,Missouri-Kansas City Miami (FL)
Alfonzo McKinnie,F,79,215.0,1992-09-17,Green Bay
JaQuori McLaughlin,G,76,190.0,1998-01-29,Oregon State UC Santa Barbara
Jordan McLaughlin,G,71,185.0,1996-04-09,USC
Ben McLemore,G,75,195.0,1993-02-11,Kansas
McCoy McLemore,F-C,79,230.0,1942-04-03,Drake University
George McLeod,F,77,200.0,1931-01-03,TCU
Keith McLeod,G,74,188.0,1979-11-05,Bowling Green
Roshown McLeod,F,80,221.0,1975-11-17,St. John's Duke
Jack McMahon,G,73,185.0,1928-12-03,St. John's
Nate McMillan,G-F,77,195.0,1964-08-03,NC State
Tom McMillen,F-C,83,215.0,1952-05-26,Maryland
Jim McMillian,F,77,215.0,1948-03-11,Columbia University
Shellie McMillon,F,77,205.0,1936-03-11,Bradley
Mal McMullen,F-C,77,210.0,1927-08-23,Xavier
Chet McNabb,F,74,200.0,1920-09-19,Arizona State
Mark McNamara,C-F,83,235.0,1959-06-08,Santa Clara California
Joe McNamee,F-C,78,210.0,1926-09-24,San Francisco
Jerel McNeal,G,75,200.0,1987-06-01,Marquette
Chris McNealy,F,79,210.0,1961-07-15,San Jose State
Bob McNeill,G,73,170.0,1938-10-22,Saint Joseph's
Larry McNeill,F-C,81,195.0,1951-01-31,Marquette
Carl McNulty,G,75,185.0,1930-02-14,Purdue
Paul McPherson,G,76,210.0,1978-07-03,DePaul
Roy McPipe,G,75,205.0,1950-05-05,Montana State University Billings
Cozell McQueen,F,83,235.0,1962-01-18,NC State
Jordan McRae,G,77,179.0,1991-03-28,Tennessee
Thales McReynolds,G,75,185.0,1943-06-08,Miles College
Josh McRoberts,F,82,240.0,1987-02-28,Duke
Eric McWilliams,F,80,200.0,1950-04-18,Cal State Long Beach
George Mearns,F,75,175.0,1922-04-18,Rhode Island
Stanislav Medvedenko,F,82,250.0,1979-04-04,
Darnell Mee,G,77,175.0,1971-02-11,Western Kentucky
Jodie Meeks,G,76,210.0,1987-08-21,Kentucky
Cliff Meely,F-C,80,215.0,1947-07-10,Colorado
Scott Meents,F,82,225.0,1964-01-04,Illinois
Dick Mehen,F-C,77,195.0,1922-05-20,Tennessee
Monk Meineke,F-C,79,208.0,1930-10-30,Dayton
Carl Meinhold,G-F,74,185.0,1926-03-29,Long Island University
Salah Mejri,C,86,235.0,1986-06-15,
Gal Mekel,G,75,191.0,1988-03-04,Wichita State
Bill Melchionni,G,73,165.0,1944-10-19,Villanova
Gary Melchionni,G,74,185.0,1951-01-19,Duke
Nicolò Melli,F,81,236.0,1991-01-26,
Fab Melo,C,84,255.0,1990-06-20,Syracuse
De'Anthony Melton,G,74,200.0,1998-05-28,USC
Ed Melvin,G,69,170.0,1916-02-13,Duquesne
Dean Meminger,G,72,175.0,1948-05-13,Marquette
Chuck Mencel,G,72,168.0,1933-04-21,Minnesota
John Mengelt,G,74,195.0,1949-10-16,Auburn
Ken Menke,G,72,168.0,1922-10-02,Illinois
Pops Mensah-Bonsu,F,81,240.0,1983-09-07,George Washington
Dewitt Menyard,C,82,210.0,1944-05-24,Utah
Ron Mercer,G-F,79,210.0,1976-05-18,Kentucky
Joe Meriweather,C-F,82,215.0,1953-10-26,Southern Illinois
Porter Meriwether,G,74,180.0,1940-03-16,Tennessee State
Sam Merrill,G,76,205.0,1996-05-15,Utah State University
Tom Meschery,F,78,215.0,1938-10-26,Saint Mary's
Chimezie Metu,F,81,225.0,1997-03-22,USC
Bill Meyer,G,75,195.0,1943-08-30,Hiram College
Loren Meyer,C,82,257.0,1972-12-30,Iowa State
Dave Meyers,F-C,80,215.0,1953-04-21,UCLA
Stan Miasek,C-F,77,210.0,1923-09-19,
Larry Micheaux,F,81,220.0,1960-03-24,Houston
Jordan Mickey,F,80,235.0,1994-07-09,LSU
Khris Middleton,F-G,79,222.0,1991-08-12,Texas A&M
Red Mihalik,G,72,180.0,1916-09-22,
Chris Mihm,C,84,265.0,1979-07-16,Texas
Eric Mika,C,82,230.0,1995-01-05,BYU
Ed Mikan,C-F,80,230.0,1925-10-20,DePaul
George Mikan*,C,82,245.0,1924-06-18,DePaul
Larry Mikan,F,79,210.0,1948-04-08,Minnesota
Vern Mikkelsen*,F-C,79,230.0,1928-10-21,Hamline University
Al Miksis,C,79,210.0,1928-02-02,Western Illinois University
Aaron Miles,G,73,175.0,1983-04-13,Kansas
C.J. Miles,G-F,78,220.0,1987-03-18,
Darius Miles,F,81,210.0,1981-10-09,
Eddie Miles,G-F,76,195.0,1940-07-05,Seattle University
Marko Mili?,G-F,78,235.0,1977-05-07,
Darko Mili?i?,F-C,84,250.0,1985-06-20,
Nat Militzok,F,75,195.0,1923-05-03,Cornell
Andre Miller,G,75,200.0,1976-03-19,Utah
Anthony Miller,F,81,225.0,1971-10-22,Michigan State
Bill Miller,F,75,190.0,1924-11-24,UNC
Bob Miller,F,82,230.0,1956-07-09,Cincinnati
Brad Miller,C,83,244.0,1976-04-12,Purdue
Darius Miller,F,78,225.0,1990-03-21,Kentucky
Dick Miller,F,78,215.0,1958-04-26,Toledo
Eddie Miller,C-F,80,225.0,1931-06-18,Syracuse
Harry Miller,C-F,76,230.0,1923-07-28,UNC
Jay Miller,F,77,205.0,1943-07-19,Notre Dame
Larry Miller,G-F,76,190.0,1946-04-04,UNC
Malcolm Miller,F,79,210.0,1993-03-06,Holy Cross
Mike Miller,F-G,80,218.0,1980-02-19,Florida
Oliver Miller,C,81,280.0,1970-04-06,Arkansas
Quincy Miller,F,81,210.0,1992-11-18,Baylor
Reggie Miller*,G-F,79,185.0,1965-08-24,UCLA
Walt Miller,F,74,190.0,1915-07-20,Duquesne
Chris Mills,F,78,215.0,1970-01-25,Kentucky Arizona
John Mills,C-F,80,203.0,1919-09-07,Western Kentucky
Patty Mills,G,73,180.0,1988-08-11,Saint Mary's
Terry Mills,F,82,230.0,1967-12-21,Michigan
Elijah Millsap,G-F,78,225.0,1987-08-12,Louisiana UAB
Paul Millsap,F,79,257.0,1985-02-10,Louisiana Tech
Shake Milton,G,77,205.0,1996-09-26,SMU
Harold Miner,G,77,210.0,1971-05-05,USC
Yao Ming*,C,90,310.0,1980-09-12,
Dirk Minniefield,G,75,180.0,1961-01-17,Kentucky
Dave Minor,G-F,74,185.0,1922-02-23,UCLA
Greg Minor,G-F,78,210.0,1971-09-18,Louisville
Mark Minor,F,78,215.0,1950-05-14,Ohio State
Nikola Miroti?,F,82,250.0,1991-02-11,
Wat Misaka,G,67,150.0,1923-12-21,Utah
Jason Miskiri,G,74,175.0,1975-08-19,George Mason
Davion Mitchell,G,74,205.0,1998-09-05,Auburn Baylor
Donovan Mitchell,G,73,215.0,1996-09-07,Louisville
Leland Mitchell,G,76,210.0,1941-02-22,Mississippi State
Mike Mitchell,F,79,215.0,1956-01-01,Auburn
Sam Mitchell,F,78,210.0,1963-09-02,Mercer University
Todd Mitchell,F,79,205.0,1966-07-26,Purdue
Tony Mitchell,F,78,216.0,1989-08-07,Alabama
Tony Mitchell,F,80,235.0,1992-04-07,University of North Texas
Naz Mitrou-Long,G,75,218.0,1993-08-03,Iowa State
Steve Mix,F,79,215.0,1947-12-30,Toledo
Bill Mlkvy,F,76,190.0,1931-01-19,Temple
Cuttino Mobley,G,76,190.0,1975-09-01,Rhode Island
Eric Mobley,C,83,235.0,1970-02-01,Pitt
Evan Mobley,F-C,84,215.0,2001-06-18,USC
Doug Moe,F-G,77,215.0,1938-09-21,UNC
Larry Moffett,F,80,210.0,1954-11-05,UNLV
Leo Mogus,F-C,76,190.0,1921-04-13,Youngstown State University
Nazr Mohammed,C,82,221.0,1977-09-05,Kentucky
Jérôme Moïso,F-C,82,235.0,1978-06-15,UCLA
Paul Mokeski,C-F,84,250.0,1957-01-03,Kansas
Adam Mokoka,G,76,190.0,1998-07-18,
Jack Molinas,F,78,200.0,1931-10-31,Columbia University
Wayne Molis,F,80,230.0,1943-04-17,Chicago State Lewis (IL)
Sidney Moncrief*,G,75,180.0,1957-09-21,Arkansas
Eric Money,G,72,170.0,1955-02-06,Arizona
Sergei Monia,F,80,220.0,1983-04-15,
Malik Monk,G,75,200.0,1998-02-04,Kentucky
Earl Monroe*,G,75,185.0,1944-11-21,Winston-Salem State
Greg Monroe,C-F,83,265.0,1990-06-04,Georgetown
Rodney Monroe,G,75,185.0,1968-04-16,NC State
Luis Montero,G,79,185.0,1993-04-06,Westchester CC
Howie Montgomery,F,77,220.0,1940-08-22,University of Texas Rio Grande Valley
Eric Montross,C,84,270.0,1971-09-23,UNC
Moses Moody,G,78,205.0,2002-05-31,Arkansas
Jamario Moon,F,80,205.0,1980-06-13,Meridian Community College
Xavier Moon,G,74,165.0,1995-01-02,Northwest Florida State College Morehead State University
Jim Mooney,F,77,215.0,1930-07-08,Villanova
Matt Mooney,G,75,199.0,1997-02-07,Air Force South Dakota Texas Tech
Andre Moore,F,81,215.0,1964-07-02,Loyola Chicago
Ben Moore,F,80,220.0,1995-05-13,SMU
E'Twaun Moore,G-F,75,191.0,1989-02-25,Purdue
Gene Moore,C-F,81,225.0,1945-07-29,Saint Louis
Jackie Moore,F,77,180.0,1932-09-24,La Salle
Johnny Moore,G,73,175.0,1958-03-03,Texas
Larry Moore,F,79,215.0,1942-07-10,Florida State
Lowes Moore,G,73,170.0,1957-05-05,West Virginia
Mikki Moore,C-F,83,225.0,1975-11-04,Nebraska
Otto Moore,C-F,83,205.0,1946-08-27,University of Texas Rio Grande Valley
Ron Moore,C,84,260.0,1962-01-16,Salem University West Virginia State University
Tracy Moore,G-F,76,200.0,1965-12-28,Tulsa
Ja Morant,G,75,174.0,1999-08-10,Murray State
Eric Moreland,F-C,82,238.0,1991-12-24,Oregon State
Jackie Moreland,F-G,79,215.0,1938-03-11,Louisiana Tech
Guy Morgan,G,80,205.0,1960-08-23,Wake Forest
Juwan Morgan,F,79,232.0,1997-04-17,Indiana
Rex Morgan,G,77,190.0,1948-10-27,Jacksonville University
Elmore Morgenthaler,C,81,230.0,1922-08-03,New Mexico Tech Boston College
Darren Morningstar,C,82,235.0,1969-04-22,United States Naval Academy Pitt
Chris Morris,F,80,210.0,1966-01-20,Auburn
Darius Morris,G,76,190.0,1991-01-03,Michigan
Isaiah Morris,F,80,229.0,1969-04-02,Arkansas
Jaylen Morris,G,77,185.0,1995-09-19,Molloy
Marcus Morris,F,80,218.0,1989-09-02,Kansas
Markieff Morris,F,81,245.0,1989-09-02,Kansas
Max Morris,F-C,74,195.0,1925-03-14,Northwestern
Monte Morris,G,74,183.0,1995-06-27,Iowa State
Randolph Morris,C,82,266.0,1986-01-02,Kentucky
Terence Morris,F,81,221.0,1979-01-11,Maryland
Adam Morrison,F,80,205.0,1984-07-19,Gonzaga
John Morrison,G,74,190.0,1945-05-02,Canisius
Mike Morrison,G,76,195.0,1967-08-16,Loyola (MD)
Red Morrison,F-C,80,220.0,1932-04-26,Idaho
Anthony Morrow,G,77,210.0,1985-09-27,Georgia Tech
Dwayne Morton,F,79,195.0,1971-08-08,Louisville
John Morton,G,75,180.0,1967-05-18,Seton Hall
Richard Morton,G,75,190.0,1966-02-02,Cal State Fullerton
Glenn Mosley,F,80,195.0,1955-12-26,Seton Hall
Perry Moss,G,74,185.0,1958-11-11,Northeastern University
Lawrence Moten,G,77,185.0,1972-03-25,Syracuse
Donatas Motiej?nas,F-C,84,222.0,1990-09-20,
Johnathan Motley,F,80,230.0,1995-05-04,Baylor
Hanno Möttölä,C,83,247.0,1976-09-09,Utah
Arnett Moultrie,F,83,249.0,1990-11-18,Texas-El Paso Mississippi State
Rick Mount,G,75,175.0,1947-01-05,Purdue
Alonzo Mourning*,C,82,240.0,1970-02-08,Georgetown
Timofey Mozgov,C,85,275.0,1986-07-16,
Chuck Mrazovich,F,77,185.0,1924-02-26,Eastern Kentucky University
Emmanuel Mudiay,G,75,200.0,1996-03-05,
Erwin Mueller,C-F,80,230.0,1944-03-12,San Francisco
Shabazz Muhammad,F-G,78,223.0,1992-11-13,UCLA
Mychal Mulder,G-F,75,184.0,1994-06-12,Vincennes University Kentucky
Joe Mullaney,G,72,165.0,1924-11-17,Holy Cross
Bob Mullens,G,73,175.0,1922-11-01,Fordham
Byron Mullens,C,84,275.0,1989-02-14,Ohio State
Chris Mullin*,F-G,78,200.0,1963-07-30,St. John's
Jeff Mullins,G-F,76,190.0,1942-03-18,Duke
Todd Mundt,C,84,250.0,1970-05-17,Memphis Delta State University
Xavier Munford,G,74,180.0,1992-06-01,Rhode Island
Chris Munk,F,81,225.0,1967-08-05,USC
George Munroe,G,71,170.0,1922-01-05,Dartmouth College
Eric Murdock,G,73,190.0,1968-06-14,Providence
Gheorghe Mure?an,C,91,303.0,1971-02-14,
Ade Murkey,G,77,200.0,1998-01-29,Denver
Allen Murphy,G,77,190.0,1952-07-15,Louisville
Calvin Murphy*,G,69,165.0,1948-05-09,Niagara University
Dick Murphy,G,73,175.0,1921-03-10,Manhattan College
Erik Murphy,F,82,230.0,1990-10-26,Florida
Jay Murphy,F,81,220.0,1962-06-26,Boston College
John Murphy,F,74,175.0,1924-09-13,
Kevin Murphy,G,77,185.0,1990-03-06,Tennessee Technological University
Ronnie Murphy,F,77,225.0,1964-07-29,Jacksonville University
Tod Murphy,C-F,81,220.0,1963-12-24,University of California Irvine
Trey Murphy III,F,81,206.0,2000-06-18,Rice University Virginia
Troy Murphy,F-C,83,245.0,1980-05-02,Notre Dame
Dejounte Murray,G,76,180.0,1996-09-19,Washington
Jamal Murray,G,75,215.0,1997-02-23,Kentucky
Ken Murray,G-F,74,190.0,1928-04-20,St. Bonaventure
Lamond Murray,F,79,236.0,1973-04-20,California
Ronald Murray,G,76,190.0,1979-07-29,Meridian Community College Shaw
Tracy Murray,F,79,225.0,1971-07-25,UCLA
Willie Murrell,F,78,225.0,1941-09-13,Kansas State
Dorie Murrey,F-C,80,215.0,1943-09-07,Detroit Mercy
Toure' Murry,G-F,77,195.0,1989-11-08,Wichita State
Džanan Musa,G-F,81,217.0,1999-05-08,
Mike Muscala,F-C,82,240.0,1991-07-01,Bucknell
Angelo Musi,G,69,145.0,1918-07-25,Temple
Jerrod Mustaf,F-C,82,238.0,1969-10-28,Maryland
Dikembe Mutombo*,C,86,245.0,1966-06-25,Georgetown
Martin Müürsepp,F,81,235.0,1974-09-26,
Pete Myers,G-F,78,180.0,1963-09-15,Little Rock
Svi Mykhailiuk,G-F,79,205.0,1997-06-10,Kansas
Hamady N'Diaye,C,84,235.0,1987-01-12,Rutgers University
Makhtar N'Diaye,F,80,245.0,1973-12-12,Michigan UNC
Mamadou N'Diaye,C,84,255.0,1975-06-16,Auburn
Boniface N'Dong,C,84,198.0,1977-03-09,
Bob Naber,F,75,185.0,1929-09-03,Louisville
Boris Nachamkin,F,78,210.0,1933-12-06,NYU
Boštjan Nachbar,F,81,221.0,1980-07-03,
Abdel Nader,F,77,225.0,1993-09-25,Northern Illinois Iowa State
Jerry Nagel,G,72,190.0,1928-05-18,Loyola Chicago
Fritz Nagy,G-F,74,185.0,1924-01-03,University of Akron
Lee Nailon,F,81,238.0,1975-02-22,Butler County Community College TCU
Eduardo Nájera,F,80,240.0,1976-07-11,Oklahoma
Larry Nance,F-C,82,205.0,1959-02-12,Clemson
Larry Nance Jr.,F-C,79,245.0,1993-01-01,Wyoming
Shabazz Napier,G,72,175.0,1991-07-14,UConn
Paul Napolitano,F-G,74,185.0,1923-02-03,San Francisco
Bob Nash,F,80,195.0,1950-08-24,Hawaii
Cotton Nash,F,77,215.0,1942-07-24,Kentucky
Steve Nash*,G,75,195.0,1974-02-07,Santa Clara
Swen Nater,C,83,240.0,1950-01-14,UCLA
Howard Nathan,G,71,175.0,1972-01-21,DePaul Louisiana-Monroe
Calvin Natt,F,78,220.0,1957-01-08,Louisiana-Monroe
Kenny Natt,G,75,185.0,1958-10-05,Louisiana-Monroe
Willie Naulls,F-C,78,225.0,1934-10-07,UCLA
Juan Carlos Navarro,G,75,170.0,1980-06-13,
Maurice Ndour,F,81,200.0,1992-06-18,Ohio University
Craig Neal,G,77,165.0,1964-02-16,Georgia Tech
Gary Neal,G,76,210.0,1984-10-03,La Salle Towson University
Jim Neal,C,83,235.0,1930-05-21,Wofford College
Lloyd Neal,C-F,79,225.0,1950-12-10,Tennessee State
Ed Nealy,F,79,238.0,1960-02-19,Kansas State
Nemanja Nedovi?,G,75,192.0,1991-06-16,
Al Negratti,F-C,75,200.0,1921-06-12,Seton Hall
Barry Nelson,C,82,230.0,1949-09-19,Duquesne
DeMarcus Nelson,G,76,200.0,1985-11-02,Duke
Don Nelson*,F,78,210.0,1940-05-15,Iowa
Jameer Nelson,G,72,190.0,1982-02-09,Saint Joseph's
Louie Nelson,G,75,190.0,1951-05-28,Washington
Ron Nelson,G,74,175.0,1946-10-07,New Mexico
RJ Nembhard Jr.,G,77,200.0,1999-03-22,TCU
Ruben Nembhard,G,75,208.0,1972-02-20,Weber State
Dick Nemelka,G,72,175.0,1943-10-01,BYU
Tyrone Nesby,F,78,225.0,1976-01-31,Vincennes University UNLV
Aaron Nesmith,G-F,77,215.0,1999-10-16,Vanderbilt
Martin Nessley,C,86,260.0,1965-02-16,Duke
Rasho Nesterovi?,C,84,248.0,1976-05-30,
Raul Neto,G,73,180.0,1992-05-19,
Bob Netolicky,F-C,81,220.0,1942-08-02,Drake University
Johnny Neumann,G-F,78,200.0,1951-09-11,Ole Miss
Paul Neumann,G,73,175.0,1938-01-30,Stanford
Chuck Nevitt,C,89,217.0,1959-06-13,NC State
Melvin Newbern,G,76,200.0,1967-06-11,Minnesota
Ivano Newbill,F,81,245.0,1970-12-12,Georgia Tech
Ira Newble,F,79,220.0,1975-01-20,Miami University
Mike Newlin,G-F,76,200.0,1949-01-02,Utah
Johnny Newman,F-G,79,190.0,1963-11-28,Richmond
Malik Newman,G,75,190.0,1997-02-21,Mississippi State Kansas
Dave Newmark,C,84,240.0,1946-09-11,Columbia University
Bill Newton,C,81,220.0,1950-12-22,LSU
Georges Niang,F,79,230.0,1993-06-17,Iowa State
